column_name,proper_column_name,description,source_question,responses,dependent_variable,model_type,prefix_group,notes,flag_threshold_positive,flag_threshold_negative,score_high_means,is_subgroup_only,complementary_field,aggregation_guidance
hs_bernie_dem_disapproval,Bernie Dem Disapproval,"Candidates and Officials – Bernie Sanders: Respondents who answered 'stronglydisapprove','somewhat disapprovevs those who answered 'strongly approve','somewhat approve','never heard of','neither approve nor disapprove'",Do you approve or disapprove of Senator Bernie Sanders?,"Never Heard of, Strongly Approve, Somewhat Approve, Neither Approve or Disapprove, Somewhat Disapprove, Strongly Disapprove","Respondents who answered 'stronglydisapprove','somewhat disapprovevs those who answered 'strongly approve','somewhat approve','never heard of','neither approve nor disapprove'",score (0–100),hs_,*Note: This score was limited to likely Democrats; Negative_FLAG: 10%,,10%,higher score = more likely to hold the opposing/negative position,yes,hs_bernie_dem_approval,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
hs_biden_approval,Biden Approval,Candidates and Officials – Joe Biden Approval: Respondents who answered 'Very Excited' vs those who answered 'Not Excited',Do you approve or disapprove of President Joe Biden?,"Never Heard of ,Strongly Approve, Somewhat Approve, Neither Approve nor disapprove, Somewhat Disapprove, Strongly Disapprove",Respondents who answered 'Very Excited' vs those who answered 'Not Excited',score (0–100),hs_,Postive_FLAG: 20%,20%,,higher score = more likely to hold the stated/positive position,no,hs_biden_disapproval,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_biden_disapproval,Biden Disapproval,"Candidates and Officials – Joe Biden Approval: Respondents who answered ‘Not Excited’' vs those who answered 'unsure','very excited','somewhat excited'",Do you approve or disapprove of President Joe Biden?,"Never Heard of ,Strongly Approve, Somewhat Approve, Neither Approve nor disapprove, Somewhat Disapprove, Strongly Disapprove","Respondents who answered ‘Not Excited’' vs those who answered 'unsure','very excited','somewhat excited'",score (0–100),hs_,Negative_FLAG: 25%,,25%,higher score = more likely to hold the opposing/negative position,no,hs_biden_approval,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_biden_approval_dem,Biden Approval Dem,"Candidates and Officials – Joe Biden Approval: Respondents who answered 'strongly approve' vs those who answered 'strongly disapprove','somewhat disapprove','never heard of' or 'neither approve nor disapprove'",Do you approve or disapprove of President Joe Biden?,"Never Heard of ,Strongly Approve, Somewhat Approve, Neither Approve nor disapprove, Somewhat Disapprove, Strongly Disapprove","Respondents who answered 'strongly approve' vs those who answered 'strongly disapprove','somewhat disapprove','never heard of' or 'neither approve nor disapprove'",score (0–100),hs_,*note- Universe includes likely Dem voters only; Postive_FLAG: 15%,15%,,higher score = more likely to hold the stated/positive position,yes,,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
hs_biden_disapproval_biden_dem,Biden Disapproval Biden Dem,"Candidates and Officials – Joe Biden Approval: Respondents who answered 'strongly disapprove','somewhat disapprove' vs those who answered 'unsure','very excited' or 'somewhat excited'",Do you approve or disapprove of President Joe Biden?,"Never Heard of ,Strongly Approve, Somewhat Approve, Neither Approve nor disapprove, Somewhat Disapprove, Strongly Disapprove","Respondents who answered 'strongly disapprove','somewhat disapprove' vs those who answered 'unsure','very excited' or 'somewhat excited'",score (0–100),hs_,*note- Universe includes likely Dem voters only; Negative_FLAG: 10%,,10%,higher score = more likely to hold the opposing/negative position,yes,,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
hs_trump_approval,Trump Approval,"Candidates and Officials – Donald Trump: Respondents who answered 'strongly approve' vs those who answered 'strongly disapprove','somewhat disapprove'",Do you approve or disapprove of former President Donald Trump?,"Unsure or Unfamiliar, Strongly Approve, Somewhat Approve, Neither Approve or Disapprove, Somewhat Disapprove, Strongly Disapprove","Respondents who answered 'strongly approve' vs those who answered 'strongly disapprove','somewhat disapprove'",score (0–100),hs_,Postive_FLAG: 25%,25%,,higher score = more likely to hold the stated/positive position,no,hs_trump_disapproval,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_trump_disapproval,Trump Disapproval,"Candidates and Officials – Donald Trump: Respondents who answered 'strongly disapprove' vs those who answered 'strongly approve','somewhat approve','never heard of','neither approve nor disapprove','somewhat disapprove'",Do you approve or disapprove of former President Donald Trump?,"Unsure or Unfamiliar, Strongly Approve, Somewhat Approve, Neither Approve or Disapprove, Somewhat Disapprove, Strongly Disapprove","Respondents who answered 'strongly disapprove' vs those who answered 'strongly approve','somewhat approve','never heard of','neither approve nor disapprove','somewhat disapprove'",score (0–100),hs_,Negative_FLAG: 30%,,30%,higher score = more likely to hold the opposing/negative position,no,hs_trump_approval,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_trump_approval_gop,Trump Approval Gop,"Candidates and Officials – Donald Trump: Respondents who answered 'strongly approve' vs those who answered 'strongly disapprove','somewhat disapprove','never heard of','neither approve nor disapprove' – Limited to Likely GOPs",Do you approve or disapprove of former President Donald Trump?,"Unsure or Unfamiliar, Strongly Approve, Somewhat Approve, Neither Approve or Disapprove, Somewhat Disapprove, Strongly Disapprove","Respondents who answered 'strongly approve' vs those who answered 'strongly disapprove','somewhat disapprove','never heard of','neither approve nor disapprove' – Limited to Likely GOPs",score (0–100),hs_,*Note: This score was limited to likely Republicans; Postive_FLAG: 25%,25%,,higher score = more likely to hold the stated/positive position,yes,,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
hs_trump_disapproval_gop,Trump Disapproval Gop,"Candidates and Officials – Donald Trump: Respondents who answered 'strongly disapprove','somewhat disapprove' vs those who answered 'strongly approve','somewhat approve','never heard of','neither approve nor disapprove' – Limited to Likely GOPs",Do you approve or disapprove of former President Donald Trump?,"Unsure or Unfamiliar, Strongly Approve, Somewhat Approve, Neither Approve or Disapprove, Somewhat Disapprove, Strongly Disapprove","Respondents who answered 'strongly disapprove','somewhat disapprove' vs those who answered 'strongly approve','somewhat approve','never heard of','neither approve nor disapprove' – Limited to Likely GOPs",score (0–100),hs_,*Note: This score was limited to likely Republicans; Negative_FLAG: 10%,,10%,higher score = more likely to hold the opposing/negative position,yes,,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
trump_vs_biden_double_dislike,Trump Vs Biden Double Dislike,"Candidates And Officials Trump Biden Double Dislike: Respondents who answered ‘Somewhat Disapprove’ or, ‘Strongly Disapprove’ for both candidates vs those who answered ‘Strongly Approve’, ‘Somewhat Approve’, or ‘Neither Approve nor disapprove’ for one or both candidates","Do you approve or disapprove of President Joe Biden? Never Heard of ,Strongly Approve, Somewhat Approve, Neither Approve nor disapprove, Somewhat Disapprove, Strongly Disapprove Do you approve or disapprove of former President Donald Trump?","Unsure or Unfamiliar, Strongly Approve, Somewhat Approve, Neither Approve or Disapprove, Somewhat Disapprove, Strongly Disapprove","Respondents who answered ‘Somewhat Disapprove’ or, ‘Strongly Disapprove’ for both candidates vs those who answered ‘Strongly Approve’, ‘Somewhat Approve’, or ‘Neither Approve nor disapprove’ for one or both candidates",score (0–100),other,Postive_FLAG: 12%,12%,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
